Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,Frequência
(-417.4380883844162+77.52823286590612j),(-9.216646213586081-170.02419768969008j),(79.60872252258942-108.48973763988648j),(-48.14202921149861-295.67211420059994j),(-240.11108111940686+203.06707634225558j),(313.1274029748123-113.04550016946531j),(-34.4559423430875+214.23707847722864j),(-644.8824455150541-137.60197547395495j),(241.37373287532108-123.28696432388159j),(-362.7347348423359-361.0818262087337j),(170.43220168322537+157.80226650228553j),(306.604889646634-196.93299599046543j),(-134.43404690392273-265.5858096696619j),(-355.08199559199784-147.78459130092642j),(76.15454322100396+257.9201856902241j),(131.46673331626064-272.9741045935005j),(255.78417141425516-346.61749104602075j),(401.7032609075535+624.5883108283439j),(29.475483845563275+68.69128456507059j),(72.59701817914713+5.214163846288685j),(-116.62147099743983-314.43876481043026j),-13.3
(-44.85620627723128+1.7680621307236808j),(-173.36861524214595+128.4661369326115j),(125.85368840706619-382.02623070159484j),(-134.99065277624715+217.73567968297044j),(22.465924795669274+65.21810249936333j),(76.9146463685826-92.93411615529388j),(-136.7232935388502-47.804786207804156j),(82.54224358615369-24.076614367290016j),(-56.413199352760884+4.290395003799771j),(-30.093461625120646-321.16602580584544j),(-316.4077725707172-253.34626976101293j),(544.9396564517963+107.75282567443898j),(-356.6344887726127+343.89035990945695j),(-170.8583567723967+214.04156366760466j),(368.43958866300204-235.8580053991518j),(541.7157309430618+74.69712611381877j),(-572.0923413207447-58.13040462231657j),(824.5141601889618-11.477892301333885j),(-208.41686243419016-61.69751213691927j),(-13.711192387113739-168.24845835741394j),(-0.09241977799783818-864.6809748784256j),-13.200000000000001
(-402.6610822926524-642.6089320580492j),(-71.76742949010725+139.27734686080436j),(-37.49621474813874+268.1016171338444j),(144.518646874154+285.57197807727397j),(-220.4396598092252+80.69632322999679j),(-91.93953202931037+305.9459008004719j),(-8.627050219182955+370.7637872403345j),(-2.423644937432713-405.6638588572006j),(380.2652910686925+283.30221326400874j),(50.23714282793033-191.63260424391845j),(-115.21803090168228+261.9886744637813j),(-29.340441264050508+312.67933667736895j),(324.2363109501061-329.48288888729826j),(-300.96254759172774-346.45236916230584j),(197.77984096627932+256.71866205821567j),(-148.61645739080495-345.10968473104106j),(-364.16248889043254-650.9992274510486j),(-454.9058574432096+33.17396418947444j),(163.9716927235052-158.22925564222845j),(-9.972488934681207-28.963633002454134j),(-1.9809949236682378+202.93717700510223j),-13.100000000000001
(-337.12250437725544-510.61233509328605j),(717.8125767978249-165.56017618164822j),(165.39915378513487-115.96099333059375j),(-114.72233129428172+329.7758674968742j),(7.6628862447740715+629.0999894109714j),(-11.868691179850494+148.33499090540926j),(-399.9072546261077-194.74208343949297j),(-461.29690814242366-720.4173923568485j),(446.25518809403684+198.83447174448082j),(-189.62094846354188+154.79290660763735j),(-36.08875431444859+144.84490917317126j),(-14.612795965920618-13.622055003730036j),(635.1183525589398+413.5063988892516j),(105.03472198520628+125.87069727487342j),(242.20684411497217+180.74955716723275j),(-11.363863387574524+200.88560010862568j),(-216.44534872147455+17.493006921725087j),(-81.00249426705415+74.38193770234864j),(-464.4400802832643-213.8955112932641j),(78.5492160127101+19.303986919942716j),(-74.72100528927831+17.307993959262806j),-13.0
(330.92807589549557+195.39917360377032j),(-50.39873356370342+26.35808108723091j),(-264.38246316309335+588.1789321503106j),(-200.51776149325525+188.73513459545322j),(285.59579257803324+165.96603914024013j),(-128.30127936151828+391.54804031946605j),(-253.8549735610046+318.2053125780542j),(-97.52421008028597+233.720194446572j),(-187.59398961422545-292.5630164585496j),(21.426495442793275+178.0825319955478j),(258.4576393001668+80.76949062192003j),(-101.43728157040402+148.7587566112712j),(164.51672320287867-221.35174974966702j),(-319.6349230892856-114.65191354922702j),(-32.13326195165427+56.287489369062286j),(-167.6642431544712-50.67005440215875j),(22.591229284572886-453.359561968711j),(581.6047664237481-147.27299346548085j),(-249.8195885478888-146.22450358044222j),(15.965622644343403+42.18147074510221j),(-242.51187236435223+30.111110092301356j),-12.9
(191.66048620035122+752.9319902874712j),(48.13748583591711-639.1622655145302j),(-175.92791811855537+32.07058254805203j),(-14.583295240793387-61.72436722268702j),(131.71712619690356-103.76225930923779j),(-561.3015181836898+317.0011581855359j),(250.25317262076007-150.93955970839235j),(118.02067575826821+187.7154345863081j),(166.75129635125006-299.58702997859746j),(112.80343976413774+226.151757679102j),(-100.81330232171344+252.77062211478417j),(-22.171021493020643+147.48647906742195j),(-428.5021477967023+113.79104844147975j),(357.7813175934109-315.7151816118013j),(-92.47762585324287+9.317889790145639j),(242.85228136531572+212.49375610371015j),(-137.20258345975287-252.26532870443162j),(-345.08658006563826+232.76426367464964j),(71.34157404916799+35.25204932192359j),(16.10603037928069+44.94456714749366j),(355.4278956220304+10.482117631476708j),-12.8
(-348.7682875253508-74.91302585704125j),(-19.395765845381483-136.729675915516j),(-586.5618428324133-319.034785655053j),(-98.3385443807086-519.1841768711288j),(124.95178668956484+494.033097322571j),(28.867205796642935-384.47825779546577j),(74.97399625368399+347.8747390190707j),(-546.7341666155561-386.59284473884657j),(-161.06611754372065-1.0814646076769523j),(-88.0321382699077+154.31406703254112j),(-98.9779970726367-222.7061471385568j),(108.78210153116649-68.86215266503524j),(-233.90849478534665+438.9123761491627j),(265.057702113392-64.73457856769195j),(-168.8342646829231-19.240986244918865j),(208.17354956396838+316.3108969228625j),(-315.3985468205184-223.73900607664888j),(198.9674694041172-393.03518761421833j),(-146.7465803364098-166.53759182217897j),(208.45611975749222+154.78030787221698j),(83.27233450193637+17.534879109295467j),-12.700000000000001
(-43.043021352541544-132.46509953028783j),(320.2043301388861-186.7607649053999j),(-631.6552721404958+43.15335050043346j),(188.85006906171338-110.5874091240943j),(179.92082320416714+102.41638842649039j),(344.5495162088706+265.51079867066426j),(81.39260383651282+194.66303193334232j),(-417.8864683899719+114.9877102128652j),(-270.12652105594475+291.9349672470869j),(-47.67041418990972+158.63899153036613j),(-99.21161826831074-82.46971009733488j),(-423.44877653971724-138.3072829938252j),(-445.2254330587982-175.24974712079324j),(-216.42984570794687-57.16117307390941j),(99.7705787268101-98.04548323313333j),(355.17367766928646-635.825556246429j),(274.1325914849158+129.393351042683j),(135.3024399933377-337.000567431003j),(-1.1987885084381462-63.29429026143775j),(-469.40422366826294-154.04912657809552j),(383.4426581441745-218.69663892575753j),-12.600000000000001
(211.3934039448854+106.01482544521866j),(35.84549276638518-136.9188314807644j),(-211.0970242832617+239.55588685478693j),(-223.05935707949368-431.1492698363636j),(-178.05951515042966-52.29720070891031j),(-628.0035106858168-114.02540359686405j),(-76.66991150245266+11.81495788448667j),(319.46451674904324+165.19802113002675j),(-137.82747675270912+50.66980615646928j),(127.09032235975782-89.08667729585635j),(186.88399322828133+234.36246710907176j),(-386.3538707635627-228.5180893700886j),(-104.12660536634142-316.4829117148408j),(260.29219458772286-462.79636067643065j),(-217.87074134958732+21.018315182166987j),(-356.4456896846542-142.95834976002362j),(286.3240570907453-412.8639434236451j),(793.2523220565422+145.50646279965957j),(-79.25708657990259+171.03142385258167j),(186.83555401337438+176.11120026034322j),(67.33737442493663-207.8139568011753j),-12.5
(-225.8467908456142+294.7296098411384j),(597.0794865893902-28.389080259367205j),(81.58025383215355-158.80107528334946j),(-326.5172216358973+38.25621636956873j),(154.79313370563062+110.44197321562207j),(456.38493880689305+703.9264021810848j),(169.28275429609107+707.3875523656795j),(640.8193244983906-191.97396489099378j),(192.69653717668882+257.69605930882824j),(131.48847243968913-125.61792669699938j),(219.90297877079627+696.0037212313787j),(-137.55067718537074+54.059079288049475j),(-606.8479152327488-44.17081538688098j),(143.06029586593004+305.6226000331559j),(45.19970939298656+29.067823746812316j),(674.6457644455355+216.6804377244507j),(-88.10291521673001+125.2545233301118j),(241.21656180058545-233.7628386289826j),(365.45921320752177-25.80004797674718j),(-442.7818137855211+68.41483981751813j),(196.53056027818445+86.71914610091568j),-12.4
(-29.708003669340044-493.8946053201903j),(221.72144978557213+256.66033764535837j),(99.23117427741026+116.60206874062692j),(-3.420755898211586+126.54305098147822j),(-168.51543304246087+267.6243072197913j),(-398.31408311025575+23.518731339903603j),(12.738830181017903+261.98672170897j),(-814.0726368825834-791.0385582634226j),(-1.4273123311342033-249.0370252651217j),(-21.591622476066483-99.51578078944728j),(-62.2095452256183-235.68985279924888j),(27.142623539651655-61.508141098803506j),(65.19261269314833+7.199794543153056j),(-1.0509446331084007-211.2483528348365j),(-105.08239676993257+54.82134199025417j),(-524.7863711965439-420.3389690198885j),(68.310437069248-60.29585782404389j),(259.8549741973144-100.99610244691766j),(-124.44533522457579-53.451081515166685j),(291.00543252952264+113.90577683479474j),(-351.10888553025904-523.3665429497153j),-12.3
(625.7160037054621-273.82756063580393j),(376.7340941682454-145.79452838432462j),(593.1576499166732+112.04007126550326j),(-620.4118327709289+129.1191955051523j),(115.79543791575455+550.2758786101645j),(-615.3170383538708+222.04981033156213j),(-625.9462005177091+362.652897127464j),(-418.5069961275188+145.038651122528j),(542.3653892614983+337.5819866332675j),(-24.887922336651933+30.16209463858511j),(-115.26260636295135-193.10759260463036j),(-14.531983062419252+241.96405711098214j),(-127.1630523125667+426.49800896043314j),(-143.808626258789-26.119689630466794j),(70.23567096647037-133.83706598871294j),(162.013803278598+445.17217451299325j),(171.74057595368868-526.2183434698613j),(-31.841802477099296+246.41974364012532j),(440.19810919921827+151.85442553509316j),(105.47973635048623+542.6476280856739j),(-205.36590393084515-120.65962516047837j),-12.200000000000001
(237.73439460668325+169.93754280637165j),(59.58408159540914-160.48956620618188j),(-529.5314058746852+147.45370120485163j),(214.73633763074474+234.63902866684253j),(-167.93870305952464+283.75405761796577j),(-117.22464830060245-131.79103192460843j),(291.1426926103985+116.16845870930479j),(30.71469860311575-636.737498027566j),(35.756367364474926-84.48447679123345j),(-122.890684924698+260.986670829698j),(-134.4514203725677+457.4774200503583j),(165.35653871515007+25.518572347981184j),(-421.3324663558275+473.553142148827j),(-13.651040550220678+245.85550232586627j),(-225.55476941802158+161.11929504352332j),(491.6971358808406+22.50981457897082j),(-549.6291790405458-46.69628350920623j),(-283.32172430292076+290.89418912306485j),(206.07582833490858+137.43626200167967j),(115.44532121033515-149.76485278448155j),(170.20176923451675-263.4732389856641j),-12.100000000000001
(-293.0616266094334+312.3708330365153j),(-281.7901686810138-511.9778336235465j),(242.8604101526309+494.0112814539864j),(141.86474134624055-116.15522473667222j),(45.708884711350294+130.07519339570916j),(558.2390057398707+160.82556520877617j),(-239.76674691313406+180.0861451034875j),(47.53249710415993-614.6995722777353j),(76.5468838546289-122.90909751151891j),(-89.4232474861577+72.14613964417128j),(-159.60027557627654+351.13846283239684j),(16.563208496585197+299.36521682811383j),(877.8624484890206+62.4620636358205j),(-111.1746405271074-25.65827158285178j),(25.285189857531936+129.04620567707894j),(-702.6143292096001-101.26301045063866j),(702.8147088698902-113.73320477448047j),(-111.07634810325571+197.48830679710022j),(-69.4867531374001+45.022922744521836j),(-43.000798183783225-45.23580132374166j),(-91.00919573071023-305.6186694534184j),-12.0
(387.195507704798-92.17193539188648j),(219.24006549353624+299.168356451764j),(-62.398693165396395-114.94593551034234j),(120.26084656794845-271.921094455878j),(48.61734262332997+306.87270233969144j),(182.95764781556286-60.60244201135126j),(-331.0757233587401-58.501415856017246j),(303.6392128822174-297.52065866611395j),(240.13281819777865-94.30110631669137j),(-123.59441076519163+150.58029157611938j),(-410.2263965238793+676.5350629386705j),(-265.97241169458727+191.80529129449j),(471.72132644228896+105.3621846304894j),(-250.19024733583558-308.17564667787343j),(-34.111999924604866-140.59352538465095j),(62.459255160911475-6.152688187833838j),(346.5595724199205-80.98159485146715j),(-630.3465939088308-429.0214228930263j),(-223.10522845163143-487.68697746524833j),(21.074944110173774+132.58182625285207j),(-306.39266258509076-149.3584566605516j),-11.9
(-160.22215912471972+151.77696807669565j),(230.77934091748335-92.90279533489118j),(977.9631367065595-271.9376974311944j),(424.6476541418392+11.616484724424154j),(-176.86473177705798+377.2332072383982j),(248.45277972707834-733.8721166011821j),(-80.04653344800651+269.02046637379505j),(-780.6472203352876-163.7929345596301j),(288.17405535872655+124.18495312324258j),(-90.44340189199318+186.95642017772772j),(228.18417324046328-158.4061072803671j),(17.025605313548766+240.09330783793237j),(-201.8368403109095-307.48475467140287j),(184.96935021231604+154.0874845281289j),(-248.48114140119765+230.17929708246933j),(-346.4479701953326+215.97074087546204j),(-105.67095236978183+53.17954305747446j),(-416.67585624820003+159.02667229824695j),(295.65641470340717+139.5550823136183j),(14.109101009944256+8.836588966946916j),(-334.9967702312831-435.7936848588405j),-11.8
(136.5543454076134-80.08461647938377j),(343.1572450465168-138.693668618868j),(-349.1102752645344-355.922756881144j),(-223.70520536842378-332.881942446383j),(-99.23159959333464+356.73630985989416j),(450.81552456112456+399.02862611147805j),(537.5611843681256+169.65179100330806j),(339.81431273287467-419.4912276364372j),(112.60611302090888+283.85808704116926j),(-203.34637785470377+111.1076233336342j),(-159.84235107836977-119.06705300315606j),(-121.82784222634967+487.28936025521307j),(109.2387377279746+340.1704104064821j),(-474.51243740473956+186.1494284566566j),(-293.0394832042783-49.02613006241445j),(18.36067849649837-403.7675411986172j),(-407.2130500597762+119.18500101616127j),(571.5666732203798+5.041149101347978j),(-236.8328722104403+231.54899081822379j),(-96.98653441916758-203.33518687960245j),(-181.94526285529713-110.10178219586578j),-11.700000000000001
(-321.58261794987146-16.899765862282408j),(-16.984168035580513+372.59669816180553j),(309.91315772040014-11.427015584737825j),(-422.13544654016954-117.32804390787462j),(149.52609431587837+516.3482816503472j),(714.9015924434004+624.6237724615792j),(-356.81545679415694+87.05765331527914j),(-366.0992360145701+16.29236285032092j),(-250.87962884644625+37.99214855090926j),(-65.29987698585668-85.24644229536486j),(-327.20767364903173-162.53099815683348j),(363.1497901963429+187.38815928439894j),(-347.55092821755716+304.27610705453475j),(133.7849377695732+177.1022694692659j),(74.09115251828493-24.407979726199045j),(45.2027868766849-155.56355487052127j),(532.5277901421961-186.65759258911436j),(-788.8676149802554-223.84694788692335j),(-31.269577005730802-267.9668093195206j),(-102.42200359335597-34.033646976615294j),(-50.16113962295443-33.605899494315445j),-11.600000000000001
(-535.6911556303379-279.7547537334969j),(69.37658026196671-253.67678098489134j),(374.52082712304957-115.82205072042905j),(-93.85353230780994+60.02034950237626j),(-221.72106151597725+743.8319237958884j),(218.3051356835449+146.19894908123166j),(-158.51906085690908-347.4194089767117j),(-8.341664542465937-233.07324006287j),(-208.64303102178096+293.2742717566405j),(-66.43890140363388+353.64767083734887j),(27.982615651772868+151.23264622107473j),(-405.4055886667575+337.2309461825093j),(-974.4937880324258+1043.4215190088748j),(116.59342220365889-128.37472999232358j),(227.15305382919132+309.85731549646994j),(200.77982818099213-352.2217464764623j),(69.331058945606+77.5477747781969j),(-67.44864054105264+552.0106286246602j),(47.41484620321394-149.98878177871592j),(201.6384776339614+100.44481532514297j),(308.33714777273957-425.13042802354977j),-11.5
(119.7405651077554+217.0101601569476j),(-80.50922653834843+231.4878751787807j),(-470.89549038000825+183.39797081118678j),(82.20673344972855-621.2720104204873j),(21.43987435587227+195.19200201628752j),(-469.99857297243545-276.32768626557527j),(26.694754754259037+241.76571099501493j),(-498.15642632908896+884.9676343496312j),(16.584189111432273+244.20889933873025j),(-229.39310689606623-189.1609538908241j),(-33.12349305841619-48.7852085541962j),(160.16669346756686-197.03535089344382j),(-48.645489848456386-587.3902165294498j),(-65.83202786407735+56.69441071328473j),(302.87399139676575-299.639016657967j),(122.36479983566166+214.0753686060251j),(-83.32331191383275-128.39068671581666j),(-105.1946225743556-597.8745888258551j),(-28.815296020562318+240.14794979501482j),(189.80899561385124+214.3455899826236j),(647.9558081048826+361.3554558670156j),-11.4
(403.0228632562268-276.61954591898166j),(144.6264834562697-9.9684526171655j),(-295.89757161287594+192.31477007126585j),(-133.28421857059152+318.23797974511774j),(42.06162199268465+327.05226710336945j),(-27.712070568636726+161.0934318582672j),(-26.6442297520106+445.03166844662246j),(-508.48032299874444+611.1779821494424j),(142.94959855457014+336.55200876797005j),(121.88759592325516+254.51604732746296j),(120.70001516562454+115.11583736161396j),(236.2557641260039+15.569187241474731j),(725.1736594030046-100.70276386726617j),(-52.471133233113534+124.02382377483742j),(81.37615571096971-127.46027455884405j),(0.17710412498689543+68.19409716254884j),(-366.61130003840606-143.5859434291025j),(-547.041259268038-147.45938273931282j),(165.7643460259676+62.68234828667073j),(-143.2581890361357-54.88446668396428j),(-419.95152647757095+127.71636665953176j),-11.3
(-457.5750003184868+74.96301347452423j),(76.10306155463721-466.34105641417324j),(-1064.8884670559694+695.6358964201187j),(-436.6735858009527+401.13575655452405j),(-179.9607040586585+245.35080384509797j),(634.6414596594038-328.4680505802237j),(-868.0392316782338+555.6501261669614j),(57.210841279728534+123.16783428522461j),(201.2357496450502-82.70225541955887j),(40.65703458006368-47.45602468323173j),(-137.54168076923406-82.08895890124535j),(82.89577738539585+178.6615788583518j),(243.47937324509445+158.29873245427973j),(-47.010401650160645-74.3683328656558j),(-473.64540157029427+186.67565551924065j),(51.97329947354076-15.609864577831761j),(-20.702856385853085-313.51430008349075j),(-332.48783417338814-80.41214475305361j),(-133.1185136053585-236.50684562188087j),(13.893303999617359+360.96278831360917j),(237.05492087923605-753.5058835361847j),-11.200000000000001
(103.07224913859832+290.88996891946476j),(178.15369655684418+475.2333994202827j),(-35.18405307965311-169.8165446974616j),(-456.9698789485751-11.062374026818807j),(-113.12274692831608+145.2927872115919j),(357.2003453037512+611.9748864989101j),(118.66993575017702-6.247233016356224j),(342.88104986316273-375.0096361462226j),(-127.38138648437916+424.45523537893985j),(10.68330884953585+560.0228681981055j),(195.88019377270018-74.3761763632246j),(312.3234976829906-49.60409824343233j),(-38.07517217670261-161.06082311642564j),(-510.77401386343513-289.6382902108983j),(43.81249253713859-44.55571721645519j),(247.91031725673838-234.8001509146j),(313.11785051792174+265.1473938435094j),(342.7324981128978-403.0256565675138j),(189.9798156937602-78.42135038603092j),(63.38511165614283-391.386934510199j),(-636.179259364425-113.21712349089253j),-11.100000000000001
(31.986873375390758+421.57431531882526j),(250.0071421667979-6.120035435148734j),(-114.6529943272147-24.553780445694187j),(463.6220656618527-444.570634415059j),(245.67287118509566+525.9426918413898j),(-119.90410282070034-82.37320625376312j),(523.578588820966+25.45856545520291j),(90.47437032367202+349.1144360238618j),(-10.551862972388204-452.66217323707656j),(115.18940889786069+391.12658181893846j),(158.91431883211993+218.44679216590475j),(-64.21174680628235-220.4944146789332j),(362.1383066884866+147.17514215578694j),(-45.94423193244118-12.300250793825104j),(-193.3807263027519+166.53179250801563j),(-251.18370663311924-743.2452400902465j),(37.92134390209395+100.19854272823373j),(58.841992008476765-294.98140707947664j),(-59.89000243177812+101.55392698276084j),(-134.4924874737174-174.58451533822802j),(-245.84758582851308-585.5337279904811j),-11.0
(-72.30205891169172-88.43224945608861j),(-57.16847720663743+701.8650905199809j),(-177.40899994776186+895.3210270844249j),(142.88914561332825-321.6460677551803j),(181.10067163014546+479.16298268025645j),(-385.82380161280946+39.93531727126913j),(-237.6778623543154-109.33510910212397j),(429.6648833176673-38.538143644419485j),(-328.4599775148668-66.65657136539156j),(-239.73543714368677+38.32307132185394j),(-108.39890430166784-118.66419294752357j),(-189.05507071279044-223.21535445081673j),(-551.1962454227679+201.09411852096852j),(-146.12310297995487-273.0377039485008j),(128.71170386996684-205.29767539890264j),(70.2434478140092-261.56747978116704j),(485.4621035268575+148.13301813057558j),(-20.70941652984054-402.38423018819975j),(-358.81133031165893-66.5371938671875j),(-11.662093900025312-14.418428045709035j),(-211.3782237927602-526.5716672681037j),-10.9
(50.251225295206005+95.55282908340257j),(368.9004895312796-14.290141142146753j),(-434.5246835701539+400.40377973485573j),(-505.1431033091085-367.3365579218324j),(-275.51090563758663+117.6686920251125j),(-44.24481136490758-315.1975089228871j),(-443.4945774214893+78.90986511155958j),(-77.30409881724033-151.51579713481362j),(-411.7535876959948+162.01173768695213j),(-22.956899617395052+16.51809786576041j),(-184.05977688962867+55.243231552697964j),(-52.72219127683472+262.6219185738519j),(470.5123930043653-348.28910758918255j),(-247.25917113844173-122.29303457449411j),(-145.48105297687704-121.90307294689669j),(-640.4685209701448+330.1561616343186j),(-187.14024430234474-152.09605386356276j),(159.73650712846566-353.7144672137797j),(65.04113085021311-111.35246865789307j),(-100.27057695212258-449.08692849866213j),(121.81045590791884-270.6211306304311j),-10.8
(232.95035861348686-805.3062346131221j),(419.54187653134034-94.75259562476322j),(-288.51111488104226-133.25649452719847j),(-169.38341805699343+264.93978469227386j),(181.13874475651477+501.8664299252488j),(220.50938465909866-32.15574365434915j),(230.536756176201+320.3544267414688j),(-308.8296735195242-98.11019489485795j),(-11.95462289570751-16.59572454998347j),(-39.10669575903965+116.98053712988732j),(-228.35531862160383-3.3258791931421223j),(500.7079072389545+461.0825110401679j),(186.4478474629339+64.5488715958852j),(-186.30795050677102+159.6575974804146j),(-278.6875661651535+369.58188695302556j),(79.83598237283142-304.68838318244536j),(58.29399764240912+15.239751541771763j),(-188.8445493236253+688.0647246694014j),(-206.00952150304+294.005902170965j),(20.01238944723471+232.38370291026766j),(-229.97615968765373+92.17631030612398j),-10.700000000000001
(351.080331995673-11.612473097054835j),(311.2224612111238-108.42640243535385j),(-63.385025260308495+817.0503490772296j),(-18.26791258737429+442.11237919655895j),(-168.1942003280441+327.3418268131362j),(310.4634503708612-99.31700382448633j),(161.76505409581438+166.16713340362924j),(123.31776045592576+420.0199066202244j),(-204.91057386791687-12.715130818205132j),(-20.07482785151887-80.41667879780296j),(25.111310544208543+412.4242238535635j),(100.01091726478828-225.74705258666967j),(-507.0166184089975+181.2240486449287j),(6.058753320726833+52.25402663965482j),(272.1057744928298-19.698347225907305j),(80.17199165720467-58.46211396532709j),(363.59367446375177-209.45770522112716j),(-39.181101443576566-168.64284794433664j),(-88.4447820703371+185.31987699488513j),(-204.82062057464253-89.62215392101564j),(142.07533730973367+197.1191656326141j),-10.600000000000001
(-78.48764090649274+103.81272616377925j),(339.89969314379437+155.33224635705986j),(341.03659123506486+210.44884259609057j),(-5.159134136426848-223.6752311408984j),(-7.063827011398185+706.1412318956662j),(105.59216774614931+349.1781027746756j),(-462.9041391370009+481.6588374877313j),(724.0022781354174-60.417685071135615j),(102.8532236664499-118.37065139979316j),(120.1353673093293+98.45418012644316j),(-148.543366778876-182.87813334652398j),(199.40287459944977+544.9514173419747j),(883.879209476173-287.9216547511534j),(122.00471933998352+61.30723130506243j),(-98.00271274802847-242.43337677869738j),(574.5547840631766-14.801584777709763j),(117.41139637327188-72.64522726041405j),(-170.2935975923608+355.27735638905153j),(-302.0462729857659+23.798407897520377j),(-27.392489001987332+166.73564109130473j),(395.09262448346874-504.719260543823j),-10.5
(-127.45834722302467-504.72256580228236j),(522.867242891735+76.17190917728911j),(-279.2221859266997-294.7526061451432j),(155.42377648767774-118.04056794368302j),(-220.83152229425806+306.0609836599537j),(326.61660222410114+472.2002174140754j),(101.09622246621255+317.85119300998923j),(-833.0392049725609-355.02631866803665j),(-49.187563098885036-553.2301496753483j),(-86.61306920699414+324.23485730957736j),(64.02896414037326+326.06935818916935j),(230.81010544438664-51.589495150139825j),(-331.17464266686875-270.5293964927908j),(184.07348295519304-295.63935724207715j),(137.98237194109888+126.34407176303839j),(-199.07000242590865+129.64805837475768j),(-44.220988297650834-370.9696145499464j),(-773.148930094407+587.0500307468126j),(447.84975764258894-280.3033867500553j),(266.58152547289137-63.45952010242967j),(-669.7492895681188-305.0733408758325j),-10.4
(37.075985515967204-366.7326538815371j),(225.38473156486162+185.88182351660254j),(378.651115098329-151.5138335966555j),(272.8913531415126-196.10924800981707j),(-369.0980859618989+414.1016776375635j),(-0.23426378350797172+162.44674403078108j),(-153.95168225038617+280.1383389557583j),(-84.62364819305182-189.26783379614008j),(-213.32347488258594+108.57812017507388j),(-467.2640126603202-6.7562571969945004j),(-196.11783805673912+256.95356405276306j),(-66.6697418755782+120.85739457905679j),(757.1408910025364+316.8186456337702j),(149.7641467283848+1.1498270259168442j),(-217.03842218870062+74.7306064734932j),(130.11631822675372+54.73349458981466j),(-503.09676933044443+143.40218841134663j),(-427.27786908597+14.055278296623849j),(-91.42693822251348+68.34546749612565j),(52.085687775407614+343.0846645083933j),(92.10018225051002-498.8145295857474j),-10.3
(582.7222773224089-276.46868136159344j),(152.10528297949634+74.22863185452924j),(388.12750451129807-151.44966844500271j),(190.12067235079004+496.9044221173492j),(-182.95367547638546+318.046944978842j),(-158.1177853429266+233.36966803506152j),(183.1539288844016-347.39508371961705j),(-87.70435581885044-208.83565633976752j),(346.98187709748805-264.0637432339431j),(-166.5716012839683+52.20290125226631j),(622.3578009808132+374.362134964314j),(199.47807072846712-411.11017852440483j),(886.9254582576974+588.0880363127997j),(-216.65291856125447-197.16721948616095j),(81.34220440045995-62.48132724734568j),(28.69477586167078+232.66331016205282j),(-4.181120074569092-48.79039633555001j),(-406.4795206475692+23.119520033315737j),(208.09075697552964+68.06782814785485j),(106.59480331038975-467.48537628210306j),(-491.92086523658895-36.34853263425925j),-10.200000000000001
(47.36496753984409+45.008389623207606j),(347.6871198847+119.9409411885265j),(358.34390452879154-345.044801429229j),(-136.5891409716249-341.3338885919127j),(-22.00150889757174+540.2565683140875j),(208.93889105365088-355.28827024028396j),(336.2527766404247+43.09548903656008j),(-22.459152548566653+400.5481314010016j),(125.42734313295836+159.5193594077556j),(86.34548420550182+314.47407975688566j),(-14.79523196883057-136.49141730333736j),(283.1880156084952+168.50310538059995j),(-363.9212891106354-257.79674220448715j),(36.89491655899842+209.20931393354192j),(-308.498479693533-74.20342445276805j),(-132.76138136214496+342.99436030166976j),(-120.20429088611836-127.33646401896365j),(-299.4195099996757-1098.0568695133377j),(68.7763689446368+0.04427874666451581j),(-59.69411918825124+74.96058026047757j),(221.67903671003504-409.3971482415884j),-10.100000000000001
(157.93912343272928-264.4105030792518j),(478.6861141003204-196.57826460456505j),(-134.93400689701235+6046.821634355662j),(-108.45109111734008-47.48625785717438j),(-15.756252457908285+619.1792509961216j),(-209.53788158587304+198.9675148175946j),(241.51956216733424-10.91639101792343j),(416.9666094016436+5437.997291894953j),(-345.19440325042444+375.73726136051215j),(36.179032669333274+64.18557001916695j),(159.57367646868548+14.36714672630648j),(140.63253550751853+679.1701666856837j),(-210.39563621453928+5637.985182444736j),(-188.61926760143092+178.7922078228131j),(-72.79746061117743+104.44488791600246j),(30.0592175689402-157.879259107875j),(-174.93648838343157-201.63721984854095j),(-130.0669226839067+6103.4271670066255j),(-252.49680545250442+25.634521663445042j),(100.83182011001884+86.0142620622519j),(-146.01747447081485+138.14288368786032j),-10.0
(445.73670168445125-26.21287854179826j),(16.383504663561396-220.92555145652366j),(-346.4199937382914+206.64221257955415j),(4.919069454786017-433.5862811929097j),(129.98733694540903+375.15556114722614j),(-164.35988185818098+261.8092406953239j),(-292.5965601971335-239.57642297401435j),(261.70973822527145+459.4358020851001j),(110.25845608118209-206.62970236764664j),(465.68834477817677+177.14890244166182j),(-187.7722843807511+199.26524858597122j),(108.93265972200383+80.56856550347926j),(-496.61181127679424+87.32643070583809j),(-97.876590435796+236.7481832362863j),(-43.62650009349056-23.97637664093245j),(341.79975378561085+122.06871458512744j),(-34.32054581739713-146.0607386052723j),(249.31480616133362+1064.6506453825484j),(-525.1519446684913+185.5986726499054j),(90.80700201978678+431.776994088251j),(474.0658440983857-434.0452207368169j),-9.9
