Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,CP5,CP1,CP2,CP6,P7,Frequência
(1.5702410228790313+0.039132037131922814j),(-3.879289802493549-0.14889031795877727j),(-6.99256732288864-0.28237327796598066j),(0.31937265906560164-0.07325221795691661j),(45.09192777771624+2.0240470168404734j),(24.216310239620427+1.0729601959438018j),(23.493681069988554+1.2516806859188137j),(-2.4154684338199637-0.15952795817997512j),(4.796697786511685+0.1469161283261471j),(27.461010044215044+1.1357554128853167j),(14.805085535570193+0.6260817029537113j),(8.323033803584536+0.4782857655760102j),(-2.808762646189699-0.07542156928828092j),(3.616007959326165+0.1790757165599235j),(5.229088498541195+0.18644356858158995j),(5.987875494196672+0.1697645400144694j),(-24.27200845587813-1.0363391025569442j),(10.352335267649124+0.5206074689513969j),(4.143247774484774+0.1339317118565404j),(-7.60654257783478-0.39396022690623766j),(-18.74234769109014-0.7056523372754242j),-124.5
(1.5208420290614733-0.002024400005996796j),(-3.8923482880702736-0.1831290790100102j),(-6.9664197051753725-0.3223091625167882j),(0.28728407297747083-0.05763017581608665j),(45.109703536584675+2.089616773372402j),(24.146316940152992+1.1002131787826457j),(23.54479457163606+1.298854746531802j),(-2.446166753150184-0.09477867703387233j),(4.828656399979778+0.19595945725742503j),(27.476788004694406+1.172802757334317j),(14.756172400805806+0.7046734978339657j),(8.339458486557454+0.4992904149908135j),(-2.83121583754264-0.07222457806115301j),(3.6269277016607244+0.2655880849313528j),(5.222462006863445+0.1678763486133361j),(6.00993020102398+0.19880039414942274j),(-24.2525594755554-1.088283918997373j),(10.351095461673463+0.45888990419334164j),(4.103168275628967+0.10940827361124761j),(-7.579068500235781-0.38337279455270235j),(-18.69552296432418-0.6917661355682299j),-124.4
(1.5102702862263229+0.02410082561927851j),(-3.904563226532467-0.1508392992614258j),(-6.997156126381782-0.3551311093783127j),(0.3306668766744054-0.06771577301820386j),(45.10409624437735+2.1785137959591054j),(24.22101934808693+1.1444451811376624j),(23.508362750982158+1.3055131063370968j),(-2.4603554661013973-0.1810809535311364j),(4.789475503530461+0.18987565911804793j),(27.46251237930538+1.2174250079467939j),(14.749545253464941+0.6827012496670166j),(8.32018719680541+0.48546808698424826j),(-2.79723944088853-0.03932552776615239j),(3.6132363566062793+0.2420334938104105j),(5.231325783731845+0.19561146666028595j),(6.011808046512742+0.18502402470638302j),(-24.237159483208455-1.0710830520331704j),(10.351971198189919+0.5063448555863204j),(4.1215609260528225+0.12084870464568098j),(-7.614870888135368-0.4245448158719576j),(-18.76913087578579-0.7593618234206172j),-124.30000000000001
(1.5648262910508288+0.007719465611646825j),(-3.911817531148596-0.21802329578387614j),(-7.075361487975851-0.3762307049982079j),(0.28602768921008526-0.04022527720307778j),(45.126165924595114+2.2444871617183644j),(24.141499053276725+1.1935109664502246j),(23.4652281482644+1.3290765694299864j),(-2.4482880539094225-0.18170707604079084j),(4.800941087584366+0.14125719732146358j),(27.458846042120452+1.2358563302570502j),(14.780462848129812+0.6604364505807325j),(8.324912542659469+0.5486381021855511j),(-2.83397377002602-0.043237897773112266j),(3.594105338759414+0.25836804486703j),(5.231568376737716+0.17306964866035912j),(6.013637900442122+0.22516834066358182j),(-24.27078868420501-1.0893671524794968j),(10.309355898984762+0.49335872822401683j),(4.121438160766206+0.12315105356649525j),(-7.602349354461783-0.3437246051086986j),(-18.789809163252425-0.7474404610022916j),-124.2
(1.4973597338600833+0.038948364082145304j),(-3.9224668341768805-0.17484635042850805j),(-6.998785787705753-0.32672273740331903j),(0.3148716131213547-0.042659403709100374j),(45.12661260622307+2.2725241898710564j),(24.205459369618154+1.2243733615068741j),(23.463431009290346+1.385062970569578j),(-2.393938840820894-0.18601211578162902j),(4.7898845659860285+0.1669083346893392j),(27.481269175161987+1.2690212417496909j),(14.766951186266587+0.7018193011776948j),(8.313690319835764+0.5371666102610497j),(-2.8430065707501626-0.05069634267427148j),(3.570425670514565+0.2857532879411977j),(5.250600990191344+0.17954241714559416j),(6.042957099667007+0.16458779959029357j),(-24.2504887263244-1.1480327279952078j),(10.382969724263589+0.5669144297634148j),(4.108528111249456+0.11959947761172884j),(-7.586498612327102-0.3991207233356917j),(-18.72951395727469-0.8073166974506769j),-124.10000000000001
(1.5329001318489297+0.030711269925225437j),(-3.886472062686771-0.19399361643877455j),(-7.011345236971067-0.3595029831100023j),(0.2999718390248045-0.04672325671323563j),(45.10892281736141+2.3449180782100356j),(24.17680967617483+1.2354727802611905j),(23.475720600366223+1.3835949594751114j),(-2.434747878969155-0.19206327150291713j),(4.799069209125426+0.1771920537914582j),(27.484416366989706+1.294332789010479j),(14.766033601502663+0.7361977008072067j),(8.317971881883988+0.5715194164795605j),(-2.854296185053336-0.06857748805554831j),(3.578020688459895+0.2938358775941161j),(5.245202234255753+0.17599787489633045j),(6.004036795058557+0.18670715341365884j),(-24.2717292616249-1.1768375291648j),(10.339039617165941+0.5588804959028195j),(4.118819476186703+0.14861947728689984j),(-7.606670323967304-0.38446541873403106j),(-18.74343977267924-0.8196306436639205j),-124.0
(1.5279871537663823+0.02325393953023891j),(-3.903730274323067-0.1958406909924122j),(-7.01606368209351-0.37212076200738764j),(0.29792885013817383-0.04560206650114651j),(45.10531207596312+2.398326730247696j),(24.2016076512175+1.2817849288060081j),(23.494617581298552+1.4472510962962417j),(-2.4298550148792373-0.15776969785087758j),(4.7946210712874375+0.1903610478276807j),(27.469709962210942+1.3293969620219173j),(14.779651383028463+0.7707259080328903j),(8.313565892102753+0.5803688338615274j),(-2.822696884301031-0.047070215138617755j),(3.589973338800265+0.27383198789447327j),(5.238534309119842+0.1980595796893212j),(5.997271409374232+0.19377149800986615j),(-24.258477557380502-1.1942983846126616j),(10.348794635843547+0.5500653051724029j),(4.120758088938601+0.13357631918403j),(-7.588084398565691-0.42157096367452773j),(-18.73105705547003-0.8257039096278307j),-123.9
(1.5145774094307516+0.03534100234038107j),(-3.920526567128391-0.20159843783526554j),(-7.000224811050224-0.3794969762120175j),(0.30141315123211854-0.0519976195590246j),(45.109928664566844+2.4605773908827757j),(24.19929936638858+1.2958102710127477j),(23.495295998008984+1.4765107759778715j),(-2.411130494133687-0.18344801204312944j),(4.797982672251937+0.1958131888394199j),(27.47343953637305+1.3590651885111882j),(14.781116953579591+0.7851079481703085j),(8.305284602153705+0.5995097524186406j),(-2.8396869489359204-0.06682236259737273j),(3.597185098541054+0.2736183070278777j),(5.237985513054213+0.20373344407519411j),(6.0194890631131095+0.206958614610528j),(-24.254079055774056-1.2446225071963397j),(10.354720890067817+0.5736222630224006j),(4.136278431709719+0.1488990195767954j),(-7.597171339489922-0.42005800857350906j),(-18.74077990082522-0.8420659755023383j),-123.80000000000001
(1.5265961149511362+0.027490178507209695j),(-3.9129186737260655-0.2106363785126426j),(-6.994908568714873-0.39918519652049156j),(0.30039606597065927-0.05212687305188979j),(45.104562770693306+2.516023559211998j),(24.197938314394005+1.3349422984086559j),(23.485858027502125+1.5155783978356148j),(-2.4204422968733077-0.1853200782289406j),(4.800608417995317+0.19707017794322734j),(27.476052877138056+1.3957410321621886j),(14.772335588451618+0.7948168736432706j),(8.306516001436577+0.6076040164318677j),(-2.840546612287575-0.07657781738862113j),(3.5891628904638537+0.2863671693252132j),(5.243736311613418+0.20446658449912825j),(6.007974987239152+0.2076785778969814j),(-24.247725522041335-1.2765170255421747j),(10.356558374989518+0.5876959790885685j),(4.125330519961901+0.1485358510571615j),(-7.592430938178891-0.42852920675828177j),(-18.74875394867848-0.8638698635828916j),-123.7
(1.5218867707412862+0.02477850409353266j),(-3.9148746037592606-0.2152690350275055j),(-6.998756031345096-0.4015192695867569j),(0.3035145017730585-0.051318879136928786j),(45.104969004610666+2.57448603508249j),(24.19986680260847+1.3646512689225965j),(23.487632512419857+1.5506313522770263j),(-2.4179469344476665-0.18731390574556883j),(4.802169444472611+0.20323858943825002j),(27.475770129281045+1.4291023577761983j),(14.775731735715205+0.8123446472753173j),(8.307546046687243+0.6194168044210144j),(-2.834366284261396-0.07783168748370883j),(3.590933763454043+0.2944295528245249j),(5.243675722797157+0.20711544317363106j),(6.010031649127153+0.21231471652885858j),(-24.255716660345286-1.3025748955698617j),(10.354637245984534+0.6016532725526815j),(4.123839489621744+0.1545268450614543j),(-7.5953610601706245-0.4342652028390379j),(-18.750102513995863-0.8810455334856755j),-123.60000000000001
(1.5039612579342787+0.021882566359884947j),(-3.9153577825878862-0.22619596591867008j),(-6.999656393033065-0.4198697177528983j),(0.3082064801942437-0.05724720471217282j),(45.103925283699006+2.62734021172691j),(24.194845489239626+1.4034250714288348j),(23.47972400610275+1.5820671188906061j),(-2.422607098974936-0.19423034491313196j),(4.802463140587157+0.2107287592403435j),(27.47251034338877+1.4612711008338781j),(14.764567981951512+0.8345746207429325j),(8.306132538218257+0.6365671570932143j),(-2.834348661939437-0.06817603310876363j),(3.5930492457096204+0.30376010824452493j),(5.238792874610988+0.21214767543851387j),(6.011904215795653+0.22827050531841309j),(-24.255963751287346-1.330231982913613j),(10.361630087975861+0.6167178412864889j),(4.1254808682924775+0.14982052362863385j),(-7.59684820887278-0.45243198837749965j),(-18.741054224079605-0.9011502695978608j),-123.5
(1.5056450504211707+0.023337869186679683j),(-3.9180027438601925-0.21469348933396049j),(-6.9845680409151285-0.4199742817187939j),(0.29778820901423586-0.055308887982683075j),(45.11845861818938+2.6915910206885947j),(24.20339572757385+1.444591294342402j),(23.475961301804126+1.6159474594191572j),(-2.431233412341445-0.19296009111207724j),(4.791091672863885+0.2212052477147921j),(27.479783244591736+1.4911597974601776j),(14.76515976008102+0.837907112639428j),(8.309761455330161+0.6555588954285909j),(-2.849873865480035-0.07310869897251138j),(3.5942882400450813+0.3156179545047486j),(5.239667071430645+0.22175401095754665j),(6.004121636609899+0.23598031246006812j),(-24.251922992689963-1.3704448144122807j),(10.342805442392432+0.6348876526229752j),(4.123010859873016+0.1671627444011401j),(-7.592641668310893-0.4571517384779309j),(-18.752138511578107-0.9188152858375815j),-123.4
(1.5423061428131248+0.036880847865848665j),(-3.9165796279178835-0.2194935596141221j),(-6.999706505676912-0.4467706800361384j),(0.2977155887577183-0.06634550500224123j),(45.09106190314236+2.7274843999202787j),(24.203850698008715+1.4570407651019153j),(23.494897893708625+1.6404327607311j),(-2.4033596683435334-0.20251481960340634j),(4.800686194576471+0.21245592917878042j),(27.473760027865126+1.5372683790882888j),(14.779015558331537+0.8709219678128477j),(8.31113992349919+0.6644854210180995j),(-2.832268584158477-0.06898946655822158j),(3.59434947922+0.3216434395515968j),(5.24022602349272+0.21644886964079468j),(6.008515032366432+0.2533494145083921j),(-24.264788747163642-1.4068831664072885j),(10.365390424567549+0.6219952884672146j),(4.1264823332048675+0.1469514406221002j),(-7.609710890232634-0.4587541798690751j),(-18.7435292790951-0.9657123593333026j),-123.30000000000001
(1.5291332123974541+0.038153752208978986j),(-3.92865288200948-0.25023883458160867j),(-6.977973700858186-0.46394785175002085j),(0.3109314937767884-0.06511477995082426j),(45.08962271562438+2.8129002945206842j),(24.166871037837282+1.462005043068686j),(23.466719586011678+1.6531260157825969j),(-2.3939750610553716-0.20097344250549298j),(4.820264576659547+0.21956470048813514j),(27.49438170478086+1.5587890191697618j),(14.785075159192008+0.9049634932726747j),(8.306744985761085+0.6709129875308903j),(-2.856605799263299-0.10024624445200914j),(3.590379734271945+0.32710721629090855j),(5.22219115084352+0.24320407082898j),(6.003032634676714+0.19766949343425289j),(-24.228535378178325-1.4093214472413038j),(10.379804763060433+0.6513264175768398j),(4.1132616630695225+0.17309294265355124j),(-7.610913119518919-0.47979907098137886j),(-18.750291357562467-0.9306636526315373j),-123.2
(1.5277789093481466+0.017156835838839868j),(-3.8840258758409156-0.2364484632989141j),(-7.046293516976775-0.4379176764311694j),(0.30614343163483326-0.04536686579849203j),(45.12518008145013+2.8883191727554554j),(24.195808488456706+1.5042928369891744j),(23.485675860827712+1.7467646263856835j),(-2.415309429480331-0.21502271130979977j),(4.8063907096822005+0.2530805182925686j),(27.469511787584814+1.5819117164470846j),(14.76918078012894+0.9107141832053305j),(8.295110160008893+0.704637758422475j),(-2.807235173846161-0.11738599014941364j),(3.5908734788545864+0.3490339231819153j),(5.2423456635642225+0.2228612066090534j),(6.001067783158717+0.21355981334691876j),(-24.23815521366172-1.4420889987288739j),(10.385928077404351+0.6995446410178836j),(4.124914978645506+0.18375156908147972j),(-7.584057236786306-0.4978342252445227j),(-18.739870590751103-0.9658730975790224j),-123.10000000000001
(1.5160748860647568+0.021506059891141405j),(-3.909972023998666-0.23372473741862088j),(-7.01249547853433-0.5108486565281432j),(0.3058660033399754-0.06421833011666322j),(45.10409869153696+2.9365441211593826j),(24.214128136967368+1.559845792048355j),(23.477141085748638+1.7712610997278428j),(-2.414266158263594-0.1951307556706965j),(4.800311082978084+0.24444335491517322j),(27.47283163076623+1.6807884103515036j),(14.743845276969699+0.9091132808704572j),(8.274744666281741+0.7219346032757397j),(-2.862642775663419-0.008847942785699558j),(3.5988190007967766+0.327174984151668j),(5.24357254457917+0.24356792281154682j),(6.038705455917167+0.25923883072451304j),(-24.240219452739982-1.4403091313980347j),(10.324401759186362+0.7072394107798488j),(4.11322093251424+0.15610229314491164j),(-7.590346499579205-0.4833556691561611j),(-18.72967739447658-0.9817829501787685j),-123.0
(1.5087543650265598+0.04507245494274059j),(-3.877057027880772-0.27971274118138645j),(-7.070819348721464-0.5098651542207548j),(0.2955696115624633-0.07538525434491383j),(45.09894810003819+2.9789476850681496j),(24.15146397285858+1.5914145728593212j),(23.45291160887677+1.795882321939093j),(-2.472478425687889-0.19345824893207464j),(4.798986714928768+0.2225861339528039j),(27.475095698330612+1.6723966243729684j),(14.75587611436223+0.904766971478594j),(8.273427813088526+0.7182596515542938j),(-2.830044513898926-0.013815751405942933j),(3.5538634837510843+0.3259853558085881j),(5.232836894972412+0.2266525660861607j),(6.01107870889888+0.213229941540809j),(-24.228167045732143-1.5252594040073024j),(10.347130873886691+0.7251965647288046j),(4.115819325419427+0.18753834152768611j),(-7.566402265306653-0.5131288926696049j),(-18.747648278465263-1.0419726389351496j),-122.9
(1.5493530118623724+0.04268552441082818j),(-3.8935922634014855-0.26663891407171114j),(-7.004070873906667-0.4712266433214012j),(0.28322579628213695-0.10219974158867018j),(45.09982845334442+3.039567354641491j),(24.19100216988528+1.585195866843236j),(23.48282529528313+1.866528578445024j),(-2.424476294750832-0.21952273302095904j),(4.795498231217449+0.262191437580233j),(27.47706182852523+1.671209162051598j),(14.788278864739823+0.945524688205353j),(8.330223398383673+0.7109810120016462j),(-2.8121340092887976-0.11793464758312666j),(3.575143844622314+0.36212050447525357j),(5.243823022538667+0.2475561443661558j),(5.955635614329857+0.2400683690861669j),(-24.251521423212324-1.54957147025803j),(10.335885396075744+0.6890818974314072j),(4.144650603114798+0.1972119645932917j),(-7.591925157150871-0.5117530799137886j),(-18.762566053622685-1.0742792062518838j),-122.80000000000001
(1.5367223958310419-0.011862048501930289j),(-3.874337884477768-0.2701154369409835j),(-6.902057607976772-0.5162556144464432j),(0.278480701486032-0.07420738850017461j),(45.11507643276096+3.1154318327891275j),(24.193526210804492+1.6191240789456032j),(23.47426432176141+1.8831747318564425j),(-2.4689646917222206-0.23703326854445095j),(4.794396195932535+0.23372589563037138j),(27.466167338070306+1.6904811044101038j),(14.772731289586954+0.9795283542360114j),(8.339935563237269+0.7471784923331626j),(-2.902455947657522-0.1409562827834243j),(3.5697434313903678+0.38588682652575024j),(5.233833358773531+0.23574241117177763j),(5.968255728210217+0.24815409443404945j),(-24.271612468611067-1.5759555672818948j),(10.378068100630664+0.679479195117584j),(4.135993203769569+0.2136867546061234j),(-7.620784174552396-0.5355495784717919j),(-18.78148197038389-1.0913652807779517j),-122.7
